schema_version,task_id,sample_sequence,monotonic_ns,audit_utc_ns,server_time_ms,best_bid,best_ask,mid_price
skhynix_c6in_latency_v2,0822T002,131,594237644266479,1787453961331578648,1787453961052,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,132,594238230612714,1787453961917921046,1787453961572,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,133,594238711135557,1787453962398445014,1787453962131,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,134,594239314875468,1787453963002186701,1787453962681,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,135,594239815216042,1787453963502526417,1787453963266,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,136,594240452759184,1787453964140070216,1787453963863,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,137,594240948880418,1787453964636192523,1787453964388,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,138,594241489892504,1787453965177203623,1787453964949,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,139,594242061610104,1787453965748922269,1787453965505,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,140,594242653235635,1787453966340547491,1787453966105,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,141,594243341999341,1787453967029311221,1787453966581,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,142,594243680695056,1787453967368006060,1787453967128,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,143,594244273340230,1787453967960651421,1787453967683,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,144,594244762307131,1787453968449617315,1787453968211,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,145,594245310013937,1787453968997326299,1787453968746,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,146,594245849194482,1787453969536506180,1787453969290,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,147,594246413869615,1787453970101180304,1787453969819,1255.0,1255.1,1255.05
skhynix_c6in_latency_v2,0822T002,148,594246983199458,1787453970670511440,1787453970423,1255.0,1255.1,1255.05
