schema_version,task_id,sample_sequence,monotonic_ns,audit_utc_ns,server_time_ms,best_bid,best_ask,mid_price
skhynix_c6in_latency_v2,0822T002,1496,563536236440365,1787423259923751986,1787423259639,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1497,563536932205950,1787423260619517385,1787423260254,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1498,563537282629986,1787423260969941101,1787423260734,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1499,563537830455094,1787423261517765414,1787423261271,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1500,563538359727981,1787423262047039053,1787423261799,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1501,563538934851926,1787423262622163344,1787423262372,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1502,563539470082617,1787423263157393680,1787423262875,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1503,563539938031965,1787423263625342420,1787423263378,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1504,563540453803115,1787423264141114159,1787423263912,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1505,563541013481927,1787423264700792558,1787423264455,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1506,563541524512942,1787423265211824255,1787423264988,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1507,563542091556643,1787423265778867612,1787423265530,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1508,563542663127875,1787423266350439251,1787423266101,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1509,563543109173189,1787423266796485967,1787423266555,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1510,563543655923247,1787423267343234561,1787423267090,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1511,563544234103920,1787423267921414838,1787423267627,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1512,563544718377314,1787423268405688724,1787423268165,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1513,563545277099650,1787423268964410458,1787423268726,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1514,563545815980025,1787423269503291893,1787423269263,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1515,563546359172086,1787423270046482883,1787423269798,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1516,563547057322500,1787423270744633836,1787423270339,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1517,563547452080789,1787423271139392080,1787423270882,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1518,563547980808623,1787423271668120283,1787423271425,1244.8,1245.0,1244.9
skhynix_c6in_latency_v2,0822T002,1519,563548522949363,1787423272210260125,1787423271969,1244.8,1244.9,1244.85
skhynix_c6in_latency_v2,0822T002,1520,563549069429161,1787423272756740473,1787423272504,1244.7,1244.8,1244.75
skhynix_c6in_latency_v2,0822T002,1521,563549685964299,1787423273373275684,1787423273034,1244.7,1244.8,1244.75
skhynix_c6in_latency_v2,0822T002,1522,563550130854556,1787423273818166010,1787423273580,1244.7,1244.8,1244.75
skhynix_c6in_latency_v2,0822T002,1523,563550676548817,1787423274363859577,1787423274115,1244.7,1244.8,1244.75
skhynix_c6in_latency_v2,0822T002,1524,563551182216919,1787423274869527649,1787423274642,1244.7,1244.8,1244.75
skhynix_c6in_latency_v2,0822T002,1525,563551735785919,1787423275423097275,1787423275191,1244.7,1244.8,1244.75
skhynix_c6in_latency_v2,0822T002,1526,563552305470675,1787423275992781655,1787423275734,1244.7,1244.8,1244.75
skhynix_c6in_latency_v2,0822T002,1527,563552841650792,1787423276528961399,1787423276269,1244.7,1244.8,1244.75
skhynix_c6in_latency_v2,0822T002,1528,563553364461848,1787423277051772656,1787423276805,1244.7,1244.8,1244.75
skhynix_c6in_latency_v2,0822T002,1529,563553879226866,1787423277566537407,1787423277330,1244.7,1244.8,1244.75
skhynix_c6in_latency_v2,0822T002,1530,563554432261718,1787423278119572268,1787423277885,1244.7,1244.8,1244.75
skhynix_c6in_latency_v2,0822T002,1531,563555077629782,1787423278764940917,1787423278488,1244.7,1244.8,1244.75
skhynix_c6in_latency_v2,0822T002,1532,563555506652629,1787423279193963718,1787423278958,1244.7,1244.8,1244.75
skhynix_c6in_latency_v2,0822T002,1533,563556059935467,1787423279747246173,1787423279494,1244.7,1244.8,1244.75
